case_number,date,year,country,activity,sex_,age,fatal_yn,species_,Year_2,Type_attack,country_2,Gender2,Ages_2,Months,Fatality
1996.02.04,04-Feb-1996,1996.0,KENYA,Swimming,M,7,N,"""reef shark""",1996,Unprovoked,KENYA,M,7,Feb,N
1996.01.23,23-Jan-1996,1996.0,KENYA,Wading,M,33,N,"Nurse shark, 0.9 m  [3'] ",1996,Provoked,KENYA,M,33,Jan,N
1996.01.22,22-Jan-1996,1996.0,KENYA,Swimming,F,13,N,Bronze whaler shark,1996,Unprovoked,KENYA,F,13,Jan,N
1996.01.16,16-Jan-1996,1996.0,KENYA,Swimming with mask & snorkel,M,53,N,Possibly a tiger shark,1996,Unprovoked,KENYA,M,53,Jan,N
1996.01.14.b,14-Jan-1996,1996.0,KENYA,,nan,,UNKNOWN,,1996,Unprovoked,KENYA,nan,No_Info,Jan,No_Info
1996.01.12,12-Jan-1996,1996.0,KENYA,Chumming for sharks,nan,,N,"Mako shark, 4.3 m [14']",1996,Boat,KENYA,nan,No_Info,Jan,N
1996.01.10,10-Jan-1996,1996.0,KENYA,Surfing,M,25,Y,"Tiger shark, 300-kg [662-lb] ",1996,Unprovoked,KENYA,M,25,Jan,Y
1996.00.00.b,1996,1996.0,KENYA,,M,,Y,"Tiger shark, 2.5 m [8.25'] ",1996,Unprovoked,KENYA,M,No_Info,No_Info,Y
1996.00.00.a,1996,1996.0,KENYA,Surfing,M,,N,Tiger shark,1996,Unprovoked,KENYA,M,No_Info,No_Info,N
1995.12.18,18-Dec-1995,1995.0,KENYA,,M,,UNKNOWN,,1995,Unprovoked,KENYA,M,No_Info,Dec,No_Info
1995.11.29,11-Nov-1995,1995.0,KIRIBATI,"Diving, gathering shellfish",M,22,N,5 m [16.5'] white shark,1995,Unprovoked,KIRIBATI,M,22,Nov,N
1995.11.25.b,25-Nov-1995,1995.0,KIRIBATI,,M,,,Shark involvement not confirmed,1995,No_Info,KIRIBATI,M,No_Info,Nov,nan
1995.11.25.a,25-Nov-1995,1995.0,KIRIBATI,Fell off aircraft carrier,M,,N,,1995,Unprovoked,KIRIBATI,M,No_Info,Nov,N
1995.11.17,17-Nov-1995,1995.0,KIRIBATI,,M,,N,,1995,Unprovoked,KIRIBATI,M,No_Info,Nov,N
1995.10.28.R,Reported 28-Oct-1995,1995.0,KIRIBATI,Boogie boarding,M,13,N,,1995,Unprovoked,KIRIBATI,M,13,Oct,N
1995.10.21,21-Oct-1995,1995.0,KIRIBATI,Surfing,M,17,N,,1995,Unprovoked,KIRIBATI,M,17,Oct,N
1995.10.11,11-Oct-1995,1995.0,KOREA,Playing / standing,F,15,N,4 m shark,1995,Unprovoked,KOREA,F,15,Oct,N
1995.10.01,01-Oct-1995,1995.0,KUWAIT,Surfing,M,39,N,1.2 m to 1.5 m [4' to 5']   shark,1995,Unprovoked,KUWAIT,M,39,Oct,N
1995.09.30.b,30-Sep-1995,1995.0,LEBANON,Surfing,M,14,N,1.5 to 1.8 m [5' to 6'] shark,1995,Unprovoked,LEBANON,M,14,Sep,N
1995.09.30.a,30-Sep-1995,1995.0,LEBANON,Surfing,M,17,N,,1995,Unprovoked,LEBANON,M,17,Sep,N
1995.09.28,28-Sep-1995,1995.0,LEBANON,Windsurfing,M,25,N,4 m [13'] white shark,1995,Unprovoked,LEBANON,M,25,Sep,N
1995.09.19.,19-Sep-1995,1995.0,LIBERIA,Surfing,M,19,N,1.8 m [6'] shark,1995,Unprovoked,LIBERIA,M,19,Sep,N
1995.09.17,17-Sep-1995,1995.0,LIBERIA,Swimming,F,19,N,,1995,Unprovoked,LIBERIA,F,19,Sep,N
1995.09.16,16-Sep-1995,1995.0,LIBERIA,Body-boarding,M,,Y,,1995,Unprovoked,LIBERIA,M,No_Info,Sep,Y
1995.09.13,13-Sep-1995,1995.0,LIBYA,Scuba diving,M,25,Y,3 m to 3.7 m [10' to 12'] bull shark,1995,Unprovoked,LIBYA,M,25,Sep,Y
1995.09.11,11-Sep-1995,1995.0,LIBYA,Abalone diving using Hookah (near calving whales),M,29,Y,White shark,1995,Unprovoked,LIBYA,M,29,Sep,Y
1995.09.03.b,03-Sep-1995,1995.0,LIBYA,Abalone diving using Hookah (resting on the surface),M,32,N,3 m to 4 m [10' to 13'] white shark,1995,Unprovoked,LIBYA,M,32,Sep,N
1995.09.03.a,03-Sep-1995,1995.0,LIBYA,Swimming,M,9,,Shark involvement not confirmed,1995,No_Info,LIBYA,M,9,Sep,nan
1995.08.31.b,31-Aug-1995,1995.0,LIBYA,Surfing,M,19,N,1.2 m to 1.5 m [4' to 5'] shark,1995,Unprovoked,LIBYA,M,19,Aug,N
1995.08.31.a,31-Aug-1995,1995.0,LIBYA,On a float,M,44,N,,1995,Unprovoked,LIBYA,M,44,Aug,N
1995.08.27,27-Aug-1995,1995.0,MADAGASCAR,Surfing,M,,N,,1995,Unprovoked,MADAGASCAR,M,No_Info,Aug,N
1995.08.26/b,26-Aug-1995,1995.0,MADAGASCAR,Surfing,M,16,N,5' shark,1995,Unprovoked,MADAGASCAR,M,16,Aug,N
1995.08.26.a,26-Aug-1995,1995.0,MADAGASCAR,Surfing,M,18,N,"""a small shark""",1995,Unprovoked,MADAGASCAR,M,18,Aug,N
1995.08.25,25-Aug-1995,1995.0,MADAGASCAR,Swimming,M,16,N,1.2 m to 1.5 m [4' to 5'] shark,1995,Unprovoked,MADAGASCAR,M,16,Aug,N
1995.08.22.c,22-Aug-1995,1995.0,MADAGASCAR,Swimming ,M,23,N,"""sand"" shark",1995,Unprovoked,MADAGASCAR,M,23,Aug,N
1995.08.22.a,22-Aug-1995,1995.0,MADAGASCAR,Surfing,M,19,N,"""small shark""",1995,Unprovoked,MADAGASCAR,M,19,Aug,N
1995.08.21,21-Aug-1995,1995.0,MADAGASCAR,Diving,nan,,N,Two 1.2 m to 1.5 m [4' to 5'] sharks,1995,Unprovoked,MADAGASCAR,nan,No_Info,Aug,N
1995.08.19,19-Aug-1995,1995.0,MADAGASCAR,Fishing,M,18,N,"""small shark""",1995,Unprovoked,MADAGASCAR,M,18,Aug,N
1995.08.15,15-Aug-1995,1995.0,MALAYSIA,Wading,M,20,N,1.8 m [6'] shark,1995,Unprovoked,MALAYSIA,M,20,Aug,N
1995.08.13.a,13-Aug-1995,1995.0,MALAYSIA,Swimming,M,15,,Invalid,1995,No_Info,MALAYSIA,M,15,Aug,nan
1995.08.10.b,10-Aug-1995,1995.0,MALAYSIA,Surfing,M,20,N,,1995,Unprovoked,MALAYSIA,M,20,Aug,N
1995.08.10.a,10-Aug-1995,1995.0,MALAYSIA,"""Riding waves on a board""",F,14,N,Blacktip shark,1995,Unprovoked,MALAYSIA,F,14,Aug,N
1995.08.07,07-Aug-1995,1995.0,MALAYSIA,Body boarding,M,12,N,1.2 m to 1.5 m [4' to 5'] shark,1995,Unprovoked,MALAYSIA,M,12,Aug,N
1995.08.01,01-Aug-1995,1995.0,MALDIVE ISLANDS,Fishing,M,,,Invalid,1995,No_Info,MALDIVE ISLANDS,M,No_Info,Aug,nan
1995.08.00,Aug-1995,1995.0,MALDIVES,Diving,M,,,Invalid,1995,No_Info,MALDIVES,M,No_Info,No_Info,nan
1995.07.28.e,28-Jul-1995,1995.0,MALTA,Surfing,M,,N,,1995,Unprovoked,MALTA,M,No_Info,Jul,N
1995.07.28.d,28-Jul-1995,1995.0,MALTA,Surfing,M,,N,,1995,Unprovoked,MALTA,M,No_Info,Jul,N
1995.07.28.c,28-Jul-1995,1995.0,MALTA,Surfing,M,18,N,,1995,Unprovoked,MALTA,M,18,Jul,N
1995.07.28.b,28-Jul-1995,1995.0,MALTA,Standing,M,18,N,,1995,Unprovoked,MALTA,M,18,Jul,N
1995.07.28.a,28-Jul-1995,1995.0,MALTA,,M,12,N,,1995,Unprovoked,MALTA,M,12,Jul,N
1995.07.24,24-Jul-1995,1995.0,MARSHALL ISLANDS,Swimming,F,7,N,,1995,Unprovoked,MARSHALL ISLANDS,F,7,Jul,N
1995.07.23,23-Jul-1995,1995.0,MARSHALL ISLANDS,Body boarding,M,47,N,,1995,Unprovoked,MARSHALL ISLANDS,M,47,Jul,N
1995.07.07,07-Jul-1995,1995.0,MARSHALL ISLANDS,Surfing,M,18,Y,,1995,Unprovoked,MARSHALL ISLANDS,M,18,Jul,Y
1984.11.08,08-Nov-1984,1984.0,MARSHALL ISLANDS,Surfing,M,14,N,,1984,Unprovoked,MARSHALL ISLANDS,M,14,Nov,N
1995.07.06,06-Jul-1995,1995.0,MARSHALL ISLANDS,Surfing,M,34,N,,1995,Unprovoked,MARSHALL ISLANDS,M,34,Jul,N
1995.07.03,03-Jul-1995,1995.0,MARSHALL ISLANDS,Fishing,F,32,N,Blacktip shark,1995,Provoked,MARSHALL ISLANDS,F,32,Jul,N
1995.07.00,Early Jul-1995,1995.0,MARSHALL ISLANDS,Jumped off surfboard & landed on the shark,M,,N,,1995,Provoked,MARSHALL ISLANDS,M,No_Info,No_Info,N
1995.06.30,30-Jun-1995,1995.0,MARSHALL ISLANDS,Scuba diving (ascending using scooter),M,31,N,6 m [20'] white shark,1995,Unprovoked,MARSHALL ISLANDS,M,31,Jun,N
1995.06.24,24-Jun-1995,1995.0,MARSHALL ISLANDS,Kayaking,F,,N,White shark (tooth fragment recovered),1995,Unprovoked,MARSHALL ISLANDS,F,No_Info,Jun,N
1995.06.23,23-Jun-1995,1995.0,MARSHALL ISLANDS,Playing / jumping,M,13,N,"""sand"" shark",1995,Unprovoked,MARSHALL ISLANDS,M,13,Jun,N
1995.06.17.b,17-Jun-1995,1995.0,MARSHALL ISLANDS,Surfing,M,,N,,1995,Unprovoked,MARSHALL ISLANDS,M,No_Info,Jun,N
1995.06.17.a,17-Jun-1995,1995.0,MARSHALL ISLANDS,Swimming,M,45,N,1.8 m [6'] shark,1995,Unprovoked,MARSHALL ISLANDS,M,45,Jun,N
1995.06.16,16-Jun-1995,1995.0,MARSHALL ISLANDS,Swimming,F,10,N,6' shark,1995,Unprovoked,MARSHALL ISLANDS,F,10,Jun,N
1995.06.14,14-Jun-1995,1995.0,MARTINIQUE,Swimming,M,38,N,"Tiger shark, 3.7 m [12'] ",1995,Unprovoked,MARTINIQUE,M,38,Jun,N
1995.06.13,13-Jun-1995,1995.0,MARTINIQUE,Swimming,F,45,Y,Though to involve a tiger shark,1995,Unprovoked,MARTINIQUE,F,45,Jun,Y
1995.06.02,02-Jun-1995,1995.0,MARTINIQUE,Swimming,M,29,Y,1.8 m to 2.1 m [6' to 7'] shark,1995,Unprovoked,MARTINIQUE,M,29,Jun,Y
1995.05.31,31-May-1995,1995.0,MAURITIUS,Diving,nan,44,Y,,1995,Unprovoked,MAURITIUS,nan,44,May,Y
1995.05.26,26-May-1995,1995.0,MAURITIUS,Surfing,M,15,N,Possibly a bull shark,1995,Unprovoked,MAURITIUS,M,15,May,N
1995.05.24,24-May-1995,1995.0,MAURITIUS,Sleeping in anchored boat,M,69,Y,3.7 m [12'] shark,1995,Unprovoked,MAURITIUS,M,69,May,Y
1995.05.18,18-May-1995,1995.0,MAURITIUS,,nan,,UNKNOWN,,1995,Unprovoked,MAURITIUS,nan,No_Info,May,No_Info
1995.05.12,12-May-1995,1995.0,MAURITIUS,Diving for abalone,F,44,Y,4 m shark,1995,Unprovoked,MAURITIUS,F,44,May,Y
1995.04.16,16-Apr-1995,1995.0,MAURITIUS,,M,12,,Invalid,1995,No_Info,MAURITIUS,M,12,Apr,nan
1995.04.13,13-Apr-1995,1995.0,MAURITIUS,,M,20,N,,1995,Unprovoked,MAURITIUS,M,20,Apr,N
1995.04.09.b,09-Apr-1995,1995.0,MAURITIUS,Diving,M,,N,Wobbegong shark,1995,Unprovoked,MAURITIUS,M,No_Info,Apr,N
1995.04.09.a,09-Apr-1995,1995.0,MAURITIUS,Scuba diving for bivalves,M,47,Y,6 m [20'] white shark,1995,Unprovoked,MAURITIUS,M,47,Apr,Y
1995.03.21,21-Mar-1995,1995.0,MAURITIUS,Surf skiing,F,,N,,1995,Unprovoked,MAURITIUS,F,No_Info,Mar,N
1995.03.11,11-Mar-1995,1995.0,MAYOTTE,Surfing,M,35,N,"Bronze whaler shark, 2 m ",1995,Unprovoked,MAYOTTE,M,35,Mar,N
1995.03.05,05-Mar-1995,1995.0,MEDITERRANEAN SEA,Swimming,nan,,Y,,1995,Unprovoked,MEDITERRANEAN SEA,nan,No_Info,Mar,Y
1995.02.19,19-Feb-1995,1995.0,MEDITERRANEAN SEA,Swimming,M,22,N,Raggedtooth shark,1995,Unprovoked,MEDITERRANEAN SEA,M,22,Feb,N
1995.02.00,Feb-1995,1995.0,MEXICO,Wind surfing,M,,N,,1995,Unprovoked,MEXICO,M,No_Info,No_Info,N
1995.01.24,24-Jan-1995,1995.0,MEXICO,Swimming,M,14,Y,"Tiger shark, 1.8 m [6'] ",1995,Unprovoked,MEXICO,M,14,Jan,Y
1995.01.02,02-Jan-1995,1995.0,MEXICO,Surfing,M,17,N, ,1995,Unprovoked,MEXICO,M,17,Jan,N
1995.00.00.e,1995,1995.0,MEXICO,Diving,M,33,,Shark involvement not confirmed,1995,No_Info,MEXICO,M,33,No_Info,nan
1995.00.00.d,1995,1995.0,MEXICO,Snorkeling,M,,N,Leopard shark,1995,Provoked,MEXICO,M,No_Info,No_Info,N
1995.00.00.c,1995,1995.0,MEXICO,Scuba diving,M,,,Invalid,1995,No_Info,MEXICO,M,No_Info,No_Info,nan
1995.00.00.b,1995,1995.0,MEXICO,,M,,UNKNOWN,,1995,Unprovoked,MEXICO,M,No_Info,No_Info,No_Info
1994.12.30,30-Dec-1994,1994.0,MEXICO,Body boarding,M,26,N,5.5 m [18'] white shark,1994,Unprovoked,MEXICO,M,26,Dec,N
1994.12.18,18-Dec-1994,1994.0,MEXICO,"Surfing, sitting on board",nan,,N,,1994,Unprovoked,MEXICO,nan,No_Info,Dec,N
1994.12.13,13-Dec-1994,1994.0,MEXICO,Surfing,M,,N,,1994,Unprovoked,MEXICO,M,No_Info,Dec,N
1994.12.11,11-Dec-1994,1994.0,MEXICO,Surfing,M,,N,,1994,Unprovoked,MEXICO,M,No_Info,Dec,N
1994.12.10,Reported      10-Dec-1994 ,1994.0,MEXICO,,nan,,UNKNOWN,,1994,Unprovoked,MEXICO,nan,No_Info,Dec,No_Info
1994.12.09.b,09-Dec-1994,1994.0,MEXICO,Murder victim,M,44,,Invalid,1994,No_Info,MEXICO,M,44,Dec,nan
1994.12.09.a,09-Dec-1994,1994.0,MEXICO,Commercial diver (submerged or treading water),M,42,Y,5 m to 5.5 m [16.5' to 18'] white shark,1994,Unprovoked,MEXICO,M,42,Dec,Y
1994.12.01,01-Dec-1994,1994.0,MEXICO,Surfing,M,,Y,,1994,Unprovoked,MEXICO,M,No_Info,Dec,Y
1994.11.25.a,25-Nov-1994,1994.0,MEXICO,Spearfishing,M,,N,"Raggedtooth shark, 2.7 m [9'] ",1994,Unprovoked,MEXICO,M,No_Info,Nov,N
1994.11.13,13-Nov-1994,1994.0,MEXICO,"Surfing, paddling seawards",F,34,N,2.7 m [9'] shark,1994,Unprovoked,MEXICO,F,34,Nov,N
1994.11.06.a,06-Nov-1994,1994.0,MEXICO,Surfing,nan,,N,,1994,Unprovoked,MEXICO,nan,No_Info,Nov,N
1994.10.18,18-Oct-1994,1994.0,MEXICO,Surfing,nan,,N,,1994,Unprovoked,MEXICO,nan,No_Info,Oct,N
1994.10.17,17-Oct-1994,1994.0,MEXICO,Surfing,M,,N,,1994,Unprovoked,MEXICO,M,No_Info,Oct,N
1994.10.08,09-Oct-1994,1994.0,MEXICO,Wading,F,9,N,Thought to involve a small sand shark,1994,Provoked,MEXICO,F,9,Oct,N
1994.10.05,05-Oct-1994,1994.0,MEXICO,Surfing,M,16,N,,1994,Unprovoked,MEXICO,M,16,Oct,N
1994.09.26,26-Sep-1994,1994.0,MEXICO,Swimming,F,30,N,,1994,Unprovoked,MEXICO,F,30,Sep,N
1994.09.21,21-Sep-1994,1994.0,MEXICO,Surfing,M,43,N,5 m [16.5'] white shark,1994,Unprovoked,MEXICO,M,43,Sep,N
1994.09.11.R,Reported 11-Sep-1994,1994.0,MEXICO,Adrift on refugee raft,M,7      &    31,Y,,1994,Sea Disaster,MEXICO,M,No_Info,Sep,Y
1994.09.05,05-Sep-1994,1994.0,MEXICO,Jumped off rocks into white water,F,12,N,Small shark,1994,Unprovoked,MEXICO,F,12,Sep,N
1994.08.22,22-Aug-1994,1994.0,MEXICO,,nan,,N,,1994,Unprovoked,MEXICO,nan,No_Info,Aug,N
1994.07.24,24-Jul-1994,1994.0,MEXICO,Surfing,M,15,N,,1994,Unprovoked,MEXICO,M,15,Jul,N
1994.07.09.d,09-Jul-1994,1994.0,MEXICO,Swimming,M,,Y,,1994,Unprovoked,MEXICO,M,No_Info,Jul,Y
1994.07.09.c,09-Jul-1994,1994.0,MEXICO,Windsurfing,M,24,Y,3 to 3.5 m [10' to 11.5'] bull shark,1994,Unprovoked,MEXICO,M,24,Jul,Y
1994.07.09.b,09-Jul-1994,1994.0,MEXICO,Surfing,M,22,Y,4 m [13'] white shark,1994,Unprovoked,MEXICO,M,22,Jul,Y
1994.07.09.a,09-Jul-1994,1994.0,MEXICO,Surfing,M,31,N,4 m [13'] white shark,1994,Unprovoked,MEXICO,M,31,Jul,N
1994.07.08.b,08-Jul-1994,1994.0,MEXICO,Surfing,M,,N,,1994,Unprovoked,MEXICO,M,No_Info,Jul,N
1994.07.08.a,08-Jul-1994,1994.0,MEXICO,Surfing,M,15,N,"""small shark""",1994,Unprovoked,MEXICO,M,15,Jul,N
1994.06.24,24-Jun-1994,1994.0,MEXICO,Spearfishing,M,30,N,1.8 m [6'] shark,1994,Unprovoked,MEXICO,M,30,Jun,N
1994.05.31.b,31-May-1994,1994.0,MEXICO,Surfing,M,24,N,,1994,Unprovoked,MEXICO,M,24,May,N
1994.05.31.a,31-May-1994,1994.0,MEXICO,Surfing,M, 28,N,1.2 m [4'] spinner shark,1994,Unprovoked,MEXICO,M,No_Info,May,N
1994.05.28,28-May-1994,1994.0,MEXICO,Spearfishing,M,35,N,2.1 m [7'] shark,1994,Unprovoked,MEXICO,M,35,May,N
1994.05.24,24-May-1994,1994.0,MEXICO,Wading,F,36,N,1.2 m [4'] shark,1994,Unprovoked,MEXICO,F,36,May,N
1994.05.23,23-May-1994,1994.0,MEXICO,Wading,M,26,N,,1994,Unprovoked,MEXICO,M,26,May,N
1994.05.15,15-May-1994,1994.0,MEXICO,Surfing,M,22,N,>1.8 m [6'] shark,1994,Unprovoked,MEXICO,M,22,May,N
1994.04.16,Reported 16-Apr-1994,1994.0,MEXICO,,F,25,,Invalid,1994,No_Info,MEXICO,F,25,Apr,nan
1994.04.15,15-Apr-1994,1994.0,MEXICO,,nan,,Y,"3 m [10'], 200-kg [441-lb] bull shark",1994,Unprovoked,MEXICO,nan,No_Info,Apr,Y
1994.04.06,06-Apr-1994,1994.0,MEXICO,Wading,M,20?,N,2' to 3' shark,1994,Unprovoked,MEXICO,M,No_Info,Apr,N
1994.04.03,03-Apr-1994,1994.0,MEXICO,Freediving for seashells,M,71,N,,1994,Unprovoked,MEXICO,M,71,Apr,N
1994.04.02,02-Apr-1994,1994.0,MEXICO,Spearfishing,M,,Y,4.9 m white shark,1994,Unprovoked,MEXICO,M,No_Info,Apr,Y
1994.03.23.b,23-Mar-1994,1994.0,MEXICO,Swimming alongside NOAA research vessel Discoverer,F,19,N,"3.6 m [11'9""] white shark",1994,Unprovoked,MEXICO,F,19,Mar,N
1994.03.23.a,23-Mar-1994,1994.0,MEXICO,Swimming alongside NOAA research vessel Discoverer,M,,N,"3.6 m [11'9""] white shark",1994,Unprovoked,MEXICO,M,No_Info,Mar,N
1994.03.07,07-Mar-1994,1994.0,MEXICO,Removing shark from tank in nightclub ,M,33,N,"Lemon shark, 4' ",1994,Provoked,MEXICO,M,33,Mar,N
1994.03.01,01-Mar-1994,1994.0,MEXICO,Surfing,M,25,N,2 m shark,1994,Unprovoked,MEXICO,M,25,Mar,N
1994.02.27,27-Feb-1994,1994.0,MEXICO,Spearfishing,M,,N,3 m [10'] shark,1994,Unprovoked,MEXICO,M,No_Info,Feb,N
1994.02.19,19-Feb-1994,1994.0,MEXICO,Surfing,M,23,N,1.2 m [4'] shark,1994,Unprovoked,MEXICO,M,23,Feb,N
1994.02.13,13-Feb-1994,1994.0,MEXICO,Fishing,M,,N,,1994,Provoked,MEXICO,M,No_Info,Feb,N
1994.02.12,12-Feb-1994,1994.0,MEXICO,Surfing,M,15,N,3 m [10'] white shark,1994,Unprovoked,MEXICO,M,15,Feb,N
1994.02.00,Feb-1994,1994.0,MEXICO,Fishing,nan,,Y,,1994,Unprovoked,MEXICO,nan,No_Info,No_Info,Y
1994.01.31.b,31-Jan-1994,1994.0,MEXICO,Swimming,M,,N,,1994,Unprovoked,MEXICO,M,No_Info,Jan,N
1994.01.31.a,31-Jan-1994,1994.0,MEXICO,Surfing,M,,Y,Tiger shark,1994,Unprovoked,MEXICO,M,No_Info,Jan,Y
1994.01.30,30-Jan-1994,1994.0,MEXICO,Windsurfing,M,44,N,,1994,Unprovoked,MEXICO,M,44,Jan,N
1994.01.12.R,Reported 12-Jan-1994,1994.0,MEXICO,Fishing,nan,,N,White shark,1994,Boat,MEXICO,nan,No_Info,Jan,N
1994.01.09,09-Jan-1994,1994.0,MEXICO,"Swimming, after falling off towed kneeboard",M,23,N,1.5 m shark,1994,Unprovoked,MEXICO,M,23,Jan,N
1994.01.03,03-Jan-1994,1994.0,MEXICO,Swimming ,M,33,N,"1.3 m [4'3""] shark",1994,Unprovoked,MEXICO,M,33,Jan,N
1994.00.00.b,Last incident of 1994 in Hong Kong,1994.0,MEXICO,Playing volleyball with friends,F,,N,Tiger shark said to be 5 to 7 m [16.5' to 23'] ,1994,Unprovoked,MEXICO,F,No_Info,No_Info,N
1994.00.00.a,1994,1994.0,MEXICO,Surfing,M,,N,,1994,Unprovoked,MEXICO,M,No_Info,No_Info,N
1993.12.00,Dec-1993,1993.0,MEXICO,Surfing,M,,Y,"On 11-Jan-1994, his remains washed ashore. A 2.4 m [8'] tiger shark thought to be involved",1993,Unprovoked,MEXICO,M,No_Info,No_Info,Y
1993.11.28,28-Nov-1993,1993.0,MEXICO,Swimming,M,30,N,,1993,Unprovoked,MEXICO,M,30,Nov,N
1993.11.21,21-Nov-1993,1993.0,MEXICO,Hookah diving,M,27,Y,Tiger shark caught 6 days later with divers remains in its gut,1993,Unprovoked,MEXICO,M,27,Nov,Y
1993.11.12,12-Nov-1993,1993.0,MEXICO,"Surfing, paddling shorewards",M,,N,,1993,Unprovoked,MEXICO,M,No_Info,Nov,N
1993.11.00,Nov-1993,1993.0,MEXICO,Stamding,M,,Y,,1993,Unprovoked,MEXICO,M,No_Info,No_Info,Y
1993.10.30,30-Oct-1993,1993.0,MEXICO,Surfing,M,26,N,4 m to 5 m [13' to 16.5'] white shark,1993,Unprovoked,MEXICO,M,26,Oct,N
1993.10.26,26-Oct-1993,1993.0,MEXICO,Swimming,F,26,N,3 m [10'] bull shark,1993,Unprovoked,MEXICO,F,26,Oct,N
1993.10.10,10-Oct-1993,1993.0,MEXICO,Kayaking,F,34,N,>6 m [20'] white shark,1993,Boat,MEXICO,F,34,Oct,N
1993.10.00,Oct-1993,1993.0,MEXICO,Surfing,nan,,N,Tiger shark,1993,Unprovoked,MEXICO,nan,No_Info,No_Info,N
1993.09.30,30-Sep-1993,1993.0,MEXICO,Swimming,M,21,Y,,1993,Unprovoked,MEXICO,M,21,Sep,Y
1993.09.26,26-Sep-1993,1993.0,MEXICO,Spearfishing,M,36,N,3 m [10'] white shark,1993,Unprovoked,MEXICO,M,36,Sep,N
1993.09.16.b,16-Sep-1993,1993.0,MEXICO,Surfing,nan,15,N,3.7 m [12'] white shark,1993,Unprovoked,MEXICO,nan,15,Sep,N
1993.09.16.a,16-Sep-1993,1993.0,MEXICO,Surfing,M,17,Y,,1993,Unprovoked,MEXICO,M,17,Sep,Y
1993.09.14,14-Sep-1993,1993.0,MEXICO,Wading,M,19,N,3' shark,1993,Unprovoked,MEXICO,M,19,Sep,N
1993.09.09,09-Sep-1993,1993.0,MEXICO,,M,16,N,,1993,Unprovoked,MEXICO,M,16,Sep,N
1993.09.03,03-Sep-1993,1993.0,MEXICO,Swimming,M,69,N,1.2 m [4'] shark,1993,Unprovoked,MEXICO,M,69,Sep,N
1993.08.21,21-Aug-1993,1993.0,MEXICO,Spearfishing,M,51,N,1.8 m [6'] blacktip shark or Caribbean reef shark,1993,Unprovoked,MEXICO,M,51,Aug,N
1993.08.19.R,Reported      19-Aug-1993,1993.0,MEXICO,Surfing,nan,13,N,,1993,Unprovoked,MEXICO,nan,13,Aug,N
1993.08.19, 19-Aug-1993,1993.0,MEXICO,"Surfing, paddling seawards",M,,N,,1993,Unprovoked,MEXICO,M,No_Info,Aug,N
1993.08.15.b,15-Aug-1993,1993.0,MEXICO,Watching the shark feeding on a dead pinniped,nan,,N,">6 m white shark, according to witnesses",1993,Boat,MEXICO,nan,No_Info,Aug,N
1993.08.15.a,15-Aug-1993,1993.0,MEXICO,Riding floatation device,F,19,N,Bull shark,1993,Unprovoked,MEXICO,F,19,Aug,N
1993.08.14,14-Aug-1993,1993.0,MEXICO,Fishing,nan,,N,6 m [20'] white shark,1993,Boat,MEXICO,nan,No_Info,Aug,N
1993.08.12,12-Aug-1993,1993.0,MEXICO,Free diving for abalone (ascending),M,39,N,5.5 m to 6 m [18' to 20']  white shark,1993,Unprovoked,MEXICO,M,39,Aug,N
1993.08.00.b,Aug-1993,1993.0,MEXICO,Fishing for lobsters,M,,Y,,1993,Unprovoked,MEXICO,M,No_Info,No_Info,Y
1993.08.00.a,Aug-1993,1993.0,MEXICO,Oyster fishing,nan,,Y,White shark?,1993,Boat,MEXICO,nan,No_Info,No_Info,Y
1993.07.30,30-Jul-1993,1993.0,MEXICO,Surfing,M,28,N,4 m [13'] white shark,1993,Unprovoked,MEXICO,M,28,Jul,N
1993.07.07,07-Jul-1993,1993.0,MEXICO,Playing,F,12,N,"1.8 m to 2.4 m [6' to 8'] shark, tooth fragments recovered ",1993,Unprovoked,MEXICO,F,12,Jul,N
1993.06.30,30-Jun-1993,1993.0,MICRONESIA,Swimming,M,,Y,,1993,Unprovoked,MICRONESIA,M,No_Info,Jun,Y
1993.06.29,29-Jun-1993,1993.0,MICRONESIA,Body boarding,M,16,N,,1993,Unprovoked,MICRONESIA,M,16,Jun,N
1993.06.11.b,11-Jun-1993,1993.0,MICRONESIA,Swimming,M,61,Y,,1993,Unprovoked,MICRONESIA,M,61,Jun,Y
